Severity,Avg_Duration_Min,Avg_Distance_Mi,Count
1,45.731833071084324,0.11450731824183111,67366
2,114.4934934572713,0.5648572491953474,6156981
3,67.78362113395781,0.4236106583888669,1299337
4,183.74459254480556,1.495756323645178,204710
